"step","stage_type","added_variable","auc"
4,"selected","employment",0.813821265092833
4,"selected","employment",0.81375098483227
4,"selected","employment",0.81387785417731
4,"selected","employment",0.813923447030543
4,"selected","employment",0.813752400094565
4,"selected","employment",0.813947575468731
4,"selected","employment",0.81386182722379
4,"selected","employment",0.813948327103832
4,"selected","employment",0.813861401455805
4,"selected","employment",0.813832727528128
4,"selected","employment",0.814032029759574
4,"selected","employment",0.813928551489174
4,"selected","employment",0.81396483929014
4,"selected","employment",0.813901880336038
4,"selected","employment",0.813817927928127
4,"selected","employment",0.813902912645007
4,"selected","employment",0.813771816541818
4,"selected","employment",0.813864039314436
4,"selected","employment",0.813726204659848
4,"selected","employment",0.813867611959759
4,"selected","employment",0.813824411970172
4,"selected","employment",0.813809391161106
5,"selected","smoking_status_refined",0.813828614942399
5,"selected","smoking_status_refined",0.813972526899783
5,"selected","smoking_status_refined",0.813880772709808
5,"selected","smoking_status_refined",0.814011286057934
5,"selected","smoking_status_refined",0.813859569939894
5,"selected","smoking_status_refined",0.813855547740665
5,"selected","smoking_status_refined",0.813961775663524
5,"selected","smoking_status_refined",0.813847296404695
5,"selected","smoking_status_refined",0.81390566705465
5,"selected","smoking_status_refined",0.813963847417237
5,"selected","smoking_status_refined",0.813766828634199
5,"selected","smoking_status_refined",0.813734018334873
5,"selected","smoking_status_refined",0.813911194902673
5,"selected","smoking_status_refined",0.813893324540281
5,"selected","smoking_status_refined",0.81398717426989
5,"selected","smoking_status_refined",0.81402761509265
5,"selected","smoking_status_refined",0.813919562789655
5,"selected","smoking_status_refined",0.813905464874322
5,"selected","smoking_status_refined",0.813796113860045
5,"selected","smoking_status_refined",0.813953900145105
5,"selected","smoking_status_refined",0.813881084305372
5,"selected","smoking_status_refined",0.813920433354361
5,"selected","smoking_status_refined",0.813887649219548
5,"selected","smoking_status_refined",0.813882387773839
5,"selected","smoking_status_refined",0.813979634132956
5,"selected","smoking_status_refined",0.813920518983677
5,"selected","smoking_status_refined",0.813905876370754
5,"selected","smoking_status_refined",0.813831509688976
