"V1"
0.75
0.76
0.75
0.76
0.78
0.78
0.78
0.78
0.78
0.78
0.78
0.78
0.78
0.78
0.78
0.78
0.78
0.79
0.79
0.79
0.77
0.76
0.78
0.78
0.78
0.76
0.76
0.76
0.75
0.8
0.83
0.83
0.83
0.83
0.82
0.82
0.81
0.81
0.81
0.81
0.81
0.81
0.81
0.8
0.8
0.8
0.78
0.71
0.78
0.78
0.83
0.83
0.83
0.83
0.83
0.82
0.82
0.82
0.82
0.82
