"household_income18-31k","household_income31-52k","household_income52-100k","household_income>100k","highest_qualificationCSEs","highest_qualificationO-levels/GCSEs","highest_qualificationProfessional (nursing/teaching)","highest_qualificationVocational (NVQ/HND/HNC)","highest_qualificationA-levels","highest_qualificationUniversity degree","employmentRetired","employmentOther economically inactive","employmentUnemployed","employmentUnable to work","housingRenter","housingOther","household_size2 people","household_size3-5 people","household_size6+ people","diet_score","alcohol_consumptionFormer drinker","alcohol_consumptionSocial drinker","alcohol_consumptionModerate drinker","alcohol_consumptionDaily drinker","salt_addedSometimes","salt_addedUsually","salt_addedAlways","sleep_hrs","sleep_catShort","sleep_catLong","insomniaSometimes","insomniaUsually","smoking_status_refinedFormer_Recent","smoking_status_refinedFormer_Long","smoking_status_refinedCurrent","pack_yrs","passive_total_hrs","passive_catLow","passive_catHigh","met_min_week_all","mh_sought_helpYes","work_job_satisfaction_num","neuroticism_score","breastfedYes","comparative_body_size_10About average","comparative_body_size_10Plumper","maternal_smoking_birthYes","birth_weight","no2_2010","pm2.5_2010","pm10_2010","urban_rural_3lvlTown","urban_rural_3lvlRural","dbp","grip_strength","whr","heel_bone_density","body_fat_mass","wbc","platelets","albumin","alp","alt","apoa1","apob","ast","bilirubin","total_cholesterol","creatinine","crp","cystatin_c","ggt","hba1c","hdl_cholesterol","ldl_direct","lpa","triglycerides","neutrophill_count","lymphocyte_count","monocyte_count"
0.4,0.3,0.55,0.29,0.27,0.51,0.31,0.53,0.28,0.43,0.22,0.16,0.88,0.68,0.63,0.33,0.36,0.19,0.3,0.29,0.97,0.29,0.23,0.49,0.94,0.25,0.28,0.19,0.21,0.14,0.28,0.3,1,1,0.46,0.49,0.36,0.11,0.14,0.5,0.69,0.39,0.44,0.53,0.58,0.18,0.41,0.52,0.27,0.54,0.77,0.3,0.44,0.52,0.48,0.56,0.33,0.25,0.12,0.33,0.26,0.25,0.29,0.23,0.44,0.46,0.02,0.6,0.32,0.78,0.28,0.31,0.36,0.19,0.01,0.04,0.94,0.25,0.36,0.38
0.39,0.3,0.55,0.28,0.25,0.51,0.3,0.52,0.27,0.43,0.22,0.16,0.87,0.68,0.63,0.33,0.36,0.19,0.28,0.29,0.97,0.29,0.23,0.49,0.94,0.24,0.27,0.18,0.21,0.14,0.28,0.3,1,1,0.45,0.49,0.35,0.1,0.14,0.49,0.69,0.39,0.41,0.52,0.58,0.18,0.41,0.51,0.27,0.54,0.77,0.28,0.44,0.49,0.48,0.56,0.32,0.25,0.12,0.33,0.25,0.25,0.29,0.23,0.44,0.45,0.02,0.58,0.31,0.77,0.28,0.31,0.35,0.18,0.01,0.04,0.94,0.25,0.35,0.38
0.37,0.29,0.55,0.27,0.24,0.51,0.3,0.52,0.27,0.43,0.22,0.16,0.87,0.68,0.63,0.32,0.36,0.19,0.28,0.28,0.97,0.29,0.23,0.49,0.94,0.24,0.27,0.17,0.21,0.14,0.28,0.29,1,1,0.45,0.48,0.35,0.1,0.14,0.49,0.69,0.39,0.4,0.51,0.58,0.18,0.41,0.5,0.27,0.54,0.77,0.28,0.44,0.49,0.47,0.56,0.32,0.25,0.12,0.33,0.25,0.25,0.29,0.23,0.44,0.44,0.02,0.58,0.31,0.76,0.28,0.31,0.34,0.18,0.01,0.04,0.93,0.24,0.35,0.38
0.37,0.29,0.55,0.27,0.24,0.49,0.29,0.52,0.27,0.42,0.22,0.14,0.87,0.68,0.63,0.31,0.36,0.19,0.28,0.27,0.97,0.29,0.22,0.49,0.94,0.24,0.26,0.17,0.21,0.14,0.28,0.29,1,1,0.45,0.47,0.35,0.1,0.14,0.49,0.69,0.39,0.4,0.51,0.58,0.18,0.41,0.5,0.27,0.53,0.76,0.28,0.44,0.48,0.47,0.55,0.31,0.25,0.12,0.32,0.25,0.24,0.27,0.23,0.44,0.44,0.02,0.58,0.3,0.76,0.28,0.31,0.34,0.18,0.01,0.04,0.93,0.24,0.34,0.37
0.37,0.28,0.55,0.27,0.24,0.48,0.28,0.52,0.27,0.42,0.21,0.14,0.87,0.68,0.63,0.31,0.36,0.19,0.28,0.27,0.97,0.29,0.22,0.49,0.92,0.24,0.26,0.17,0.2,0.14,0.28,0.29,1,1,0.44,0.47,0.35,0.1,0.14,0.49,0.68,0.39,0.4,0.51,0.58,0.17,0.39,0.49,0.27,0.53,0.75,0.28,0.44,0.48,0.47,0.53,0.31,0.25,0.12,0.31,0.25,0.24,0.27,0.23,0.44,0.44,0.02,0.58,0.3,0.76,0.28,0.3,0.34,0.18,0.01,0.04,0.93,0.23,0.34,0.37
0.37,0.28,0.54,0.27,0.24,0.48,0.28,0.52,0.26,0.42,0.2,0.14,0.86,0.68,0.63,0.31,0.36,0.19,0.27,0.26,0.97,0.29,0.22,0.48,0.91,0.24,0.25,0.17,0.2,0.14,0.27,0.29,1,1,0.44,0.47,0.35,0.1,0.14,0.49,0.68,0.37,0.4,0.5,0.58,0.17,0.39,0.49,0.27,0.53,0.75,0.28,0.42,0.48,0.47,0.52,0.31,0.25,0.12,0.31,0.24,0.23,0.27,0.23,0.43,0.43,0.02,0.58,0.3,0.76,0.28,0.3,0.34,0.18,0.01,0.04,0.93,0.23,0.34,0.36
0.37,0.28,0.52,0.27,0.24,0.47,0.28,0.52,0.26,0.42,0.2,0.14,0.85,0.68,0.63,0.3,0.36,0.18,0.26,0.24,0.96,0.29,0.22,0.48,0.91,0.24,0.25,0.17,0.2,0.14,0.26,0.29,1,1,0.44,0.47,0.35,0.1,0.14,0.49,0.68,0.37,0.4,0.5,0.58,0.17,0.39,0.49,0.26,0.53,0.75,0.27,0.42,0.48,0.46,0.52,0.3,0.25,0.11,0.31,0.24,0.23,0.27,0.23,0.42,0.42,0.02,0.57,0.3,0.76,0.28,0.3,0.34,0.18,0.01,0.04,0.93,0.23,0.33,0.36
0.36,0.28,0.52,0.27,0.23,0.47,0.27,0.52,0.25,0.42,0.19,0.14,0.85,0.68,0.63,0.3,0.36,0.18,0.26,0.24,0.96,0.29,0.22,0.48,0.91,0.23,0.25,0.16,0.2,0.14,0.26,0.29,1,1,0.44,0.47,0.35,0.1,0.14,0.47,0.68,0.37,0.39,0.5,0.58,0.17,0.39,0.49,0.26,0.53,0.75,0.24,0.42,0.47,0.46,0.52,0.29,0.25,0.11,0.31,0.24,0.23,0.26,0.23,0.42,0.42,0.02,0.56,0.3,0.75,0.28,0.29,0.34,0.18,0.01,0.04,0.92,0.22,0.33,0.36
0.36,0.28,0.52,0.27,0.23,0.47,0.27,0.52,0.25,0.42,0.19,0.14,0.85,0.68,0.63,0.3,0.36,0.18,0.26,0.24,0.95,0.29,0.22,0.48,0.91,0.23,0.24,0.16,0.2,0.14,0.26,0.29,1,1,0.44,0.46,0.35,0.1,0.14,0.47,0.68,0.37,0.39,0.5,0.58,0.17,0.39,0.49,0.26,0.53,0.75,0.24,0.41,0.46,0.46,0.52,0.29,0.25,0.11,0.31,0.24,0.23,0.26,0.21,0.42,0.41,0.02,0.54,0.29,0.75,0.28,0.29,0.34,0.17,0.01,0.04,0.92,0.22,0.33,0.36
0.35,0.28,0.51,0.27,0.23,0.47,0.27,0.52,0.25,0.42,0.19,0.14,0.85,0.67,0.63,0.3,0.36,0.18,0.24,0.24,0.95,0.29,0.22,0.48,0.91,0.23,0.24,0.16,0.19,0.14,0.26,0.27,1,1,0.44,0.44,0.35,0.1,0.14,0.47,0.68,0.37,0.39,0.5,0.56,0.16,0.38,0.49,0.26,0.53,0.73,0.24,0.4,0.46,0.46,0.52,0.29,0.25,0.11,0.31,0.24,0.23,0.25,0.21,0.41,0.41,0.03,0.54,0.28,0.74,0.27,0.29,0.33,0.16,0.01,0.04,0.92,0.22,0.33,0.36
0.35,0.28,0.51,0.27,0.23,0.47,0.27,0.52,0.25,0.42,0.19,0.14,0.85,0.65,0.63,0.3,0.36,0.17,0.23,0.24,0.95,0.29,0.22,0.48,0.91,0.23,0.24,0.16,0.19,0.14,0.25,0.27,1,1,0.44,0.44,0.35,0.1,0.14,0.47,0.67,0.37,0.39,0.5,0.55,0.16,0.38,0.49,0.26,0.53,0.73,0.24,0.4,0.46,0.46,0.52,0.29,0.24,0.11,0.3,0.24,0.23,0.25,0.21,0.41,0.41,0.03,0.54,0.28,0.74,0.27,0.28,0.33,0.15,0.01,0.04,0.91,0.22,0.33,0.35
0.35,0.28,0.51,0.27,0.23,0.47,0.27,0.51,0.25,0.42,0.18,0.14,0.84,0.65,0.63,0.3,0.36,0.17,0.23,0.24,0.95,0.29,0.22,0.48,0.91,0.22,0.24,0.16,0.19,0.14,0.24,0.27,1,1,0.42,0.43,0.34,0.1,0.14,0.47,0.67,0.35,0.39,0.5,0.54,0.16,0.38,0.49,0.26,0.53,0.73,0.24,0.4,0.46,0.46,0.51,0.28,0.24,0.11,0.3,0.23,0.23,0.25,0.21,0.41,0.41,0.03,0.54,0.28,0.73,0.27,0.28,0.33,0.14,0,0.04,0.91,0.21,0.33,0.35
0.34,0.27,0.51,0.27,0.23,0.46,0.27,0.52,0.25,0.42,0.18,0.14,0.84,0.65,0.63,0.3,0.36,0.17,0.23,0.24,0.95,0.29,0.22,0.48,0.91,0.22,0.24,0.16,0.19,0.14,0.24,0.26,1,1,0.42,0.43,0.34,0.1,0.14,0.45,0.67,0.34,0.39,0.5,0.52,0.16,0.38,0.49,0.25,0.53,0.73,0.24,0.4,0.45,0.45,0.51,0.28,0.24,0.11,0.3,0.23,0.22,0.25,0.22,0.41,0.41,0.03,0.54,0.28,0.73,0.27,0.28,0.33,0.14,0,0.04,0.91,0.21,0.33,0.35
0.34,0.26,0.5,0.26,0.23,0.46,0.27,0.52,0.25,0.42,0.18,0.14,0.84,0.65,0.63,0.3,0.35,0.17,0.23,0.24,0.95,0.29,0.22,0.47,0.9,0.22,0.24,0.16,0.19,0.14,0.24,0.26,1,1,0.42,0.43,0.34,0.1,0.14,0.44,0.67,0.34,0.39,0.49,0.52,0.16,0.38,0.48,0.25,0.53,0.73,0.24,0.39,0.42,0.45,0.51,0.28,0.24,0.11,0.3,0.23,0.21,0.24,0.21,0.41,0.39,0.03,0.54,0.28,0.73,0.27,0.28,0.33,0.14,0,0.04,0.91,0.2,0.33,0.35
0.34,0.26,0.5,0.26,0.23,0.46,0.27,0.52,0.25,0.42,0.18,0.14,0.84,0.65,0.62,0.3,0.35,0.18,0.22,0.23,0.95,0.28,0.22,0.47,0.9,0.22,0.24,0.15,0.19,0.14,0.24,0.24,1,1,0.42,0.43,0.33,0.11,0.14,0.44,0.67,0.34,0.39,0.49,0.51,0.16,0.38,0.48,0.25,0.51,0.72,0.24,0.39,0.42,0.44,0.51,0.28,0.24,0.11,0.3,0.23,0.21,0.24,0.2,0.42,0.39,0.03,0.54,0.28,0.73,0.27,0.27,0.33,0.14,0,0.04,0.89,0.19,0.33,0.35
