"V1"
0.022172130427865
0.0202024194696056
0.0184076922041271
0.016772403562438
0.0152823894566323
0.0139247440973354
0.012687708209931
0.0115605671813498
0.010533558255217
0.00959778597152657
0.00874514511842273
0.00796825052873197
0.00726037311317813
0.00661538157623018
0.00602768930975352
0.00549220600448289
0.00500429356019867
0.00455972591272161
0.00415465242976664
0.00378556455860808
0.00344926543667446
0.00314284220185419
0.00286364076267754
0.00260924280984593
0.00237744486999374
0.00216623922025613
0.00197379649833404
0.00179844985743315
0.00163868052883429
0.00149310466704544
0.00136046136359403
0.00123960172564097
0.00112947892482054
0.00102913913011384
0.000937713246220827
0.000854409385872572
0.000778506010882595
0.00070934568252826
0.000646329367131073
0.000588911247513528
0.000536593995391837
0.000488924463756249
0.000445489761928431
0.000405913679299942
0.000369853426775915
0.000336996667699901
0.000307058812543177
0.00027978055392639
0.000254925620623088
0.000232278731091385
0.000211643728808235
0.00019284188325547
0.000175710341841556
0.000160100719350347
0.000145877812699334
0.000132918429875225
0.000121110322903653
0.000110351215610929
0.000100547917756749
9.16155178649129e-05
8.3476647760742e-05
7.60608124449595e-05
6.93037794997326e-05
6.31470227381964e-05
5.75372152786226e-05
5.242576765248e-05
4.77684069457039e-05
4.35247933278939e-05
3.96581706480008e-05
3.61350480701308e-05
3.29249099919461e-05
2.9999951733116e-05
2.73348387044776e-05
2.49064869719442e-05
2.26938633145112e-05
2.06778030445582e-05
1.88408440124929e-05
1.71670753579651e-05
1.56419996976057e-05
1.42524075556281e-05
1.29862629496673e-05
1.18325991408593e-05
1.07814236451952e-05
9.82363168340474e-06
8.9509273197145e-06
8.15575160642049e-06
7.43121711189943e-06
6.77104826497087e-06
6.16952699890186e-06
5.62144322424834e-06
5.12204970155286e-06
4.66702092302742e-06
4.25241564707432e-06
3.87464276113687e-06
3.5304301772004e-06
3.21679649053121e-06
2.93102515617505e-06
2.67064095954429e-06
2.43338857729329e-06
2.21721304278651e-06
