"V1"
NA
0.88
0.8
0.68
0.58
0.57
0.57
0.6
0.66
0.76
0.8
0.83
0.86
0.75
0.75
0.74
0.68
0.63
0.91
0.97
0.97
0.93
0.89
0.97
0.9
0.91
0.93
0.93
0.93
0.93
0.97
0.97
0.97
0.97
0.57
0.57
0.57
0.57
0.58
0.58
0.58
0.61
0.61
0.63
0.66
0.66
0.67
0.69
0.73
0.75
0.79
0.8
0.8
0.74
0.84
0.88
0.86
0.99
0.99
0.99
0.99
0.99
0.99
0.99
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
