"household_income18-31k","household_income31-52k","household_income52-100k","household_income>100k","highest_qualificationCSEs","highest_qualificationO-levels/GCSEs","highest_qualificationProfessional (nursing/teaching)","highest_qualificationVocational (NVQ/HND/HNC)","highest_qualificationA-levels","highest_qualificationUniversity degree","employmentRetired","employmentOther economically inactive","employmentUnemployed","employmentUnable to work","housingRenter","housingOther","household_size2 people","household_size3-5 people","household_size6+ people","diet_score","alcohol_consumptionFormer drinker","alcohol_consumptionSocial drinker","alcohol_consumptionModerate drinker","alcohol_consumptionDaily drinker","salt_addedSometimes","salt_addedUsually","salt_addedAlways","sleep_hrs","sleep_catShort","sleep_catLong","insomniaSometimes","insomniaUsually","smoking_status_refinedFormer_Recent","smoking_status_refinedFormer_Long","smoking_status_refinedCurrent","pack_yrs","passive_total_hrs","passive_catLow","passive_catHigh","met_min_week_all","mh_sought_helpYes","work_job_satisfaction_num","neuroticism_score","breastfedYes","comparative_body_size_10About average","comparative_body_size_10Plumper","maternal_smoking_birthYes","birth_weight","no2_2010","pm2.5_2010","pm10_2010","urban_rural_3lvlTown","urban_rural_3lvlRural","dbp","grip_strength","whr","heel_bone_density","body_fat_mass","wbc","platelets","albumin","alp","alt","apoa1","apob","ast","bilirubin","total_cholesterol","creatinine","crp","cystatin_c","ggt","hba1c","hdl_cholesterol","ldl_direct","lpa","triglycerides","neutrophill_count","lymphocyte_count","monocyte_count"
0.67,0.51,0.76,0.5,0.59,0.83,0.44,0.42,0.53,0.21,0.49,0.36,0.93,0.87,0.93,0.57,0.48,0.39,0.34,0.62,0.88,0.55,0.74,0.4,0.93,0.37,0.58,0.41,0.39,0.48,0.48,0.5,0.58,0.96,0.45,0.54,0.73,0.26,0.39,0.6,0.56,0.65,0.58,0.55,0.88,0.24,0.58,0.49,0.76,0.49,0.52,0.61,0.45,0.84,0.57,0.91,0.42,0.59,0.25,0.78,0.57,0.7,0.5,0.3,0.58,0.66,0.24,0.59,0.58,0.74,0.43,0.57,0.75,0.44,0.07,0.35,0.99,0.71,0.53,0.73
0.67,0.55,0.77,0.5,0.59,0.83,0.45,0.43,0.53,0.21,0.52,0.37,0.93,0.88,0.93,0.57,0.49,0.4,0.34,0.62,0.88,0.55,0.75,0.43,0.93,0.37,0.58,0.41,0.41,0.48,0.49,0.5,0.6,0.97,0.45,0.55,0.75,0.27,0.39,0.61,0.57,0.66,0.58,0.55,0.88,0.25,0.6,0.51,0.79,0.51,0.53,0.62,0.46,0.84,0.6,0.91,0.44,0.59,0.26,0.79,0.59,0.71,0.51,0.3,0.59,0.66,0.23,0.6,0.58,0.73,0.44,0.6,0.76,0.45,0.07,0.35,0.99,0.72,0.53,0.73
0.68,0.55,0.77,0.51,0.6,0.83,0.46,0.43,0.53,0.21,0.52,0.38,0.93,0.88,0.93,0.58,0.49,0.41,0.34,0.64,0.88,0.55,0.75,0.45,0.93,0.37,0.58,0.41,0.43,0.51,0.5,0.53,0.6,0.98,0.45,0.57,0.75,0.27,0.39,0.62,0.59,0.67,0.58,0.56,0.88,0.27,0.6,0.52,0.8,0.51,0.54,0.63,0.46,0.84,0.61,0.91,0.45,0.6,0.27,0.81,0.6,0.73,0.53,0.3,0.6,0.66,0.23,0.61,0.58,0.73,0.45,0.6,0.76,0.48,0.07,0.35,0.99,0.72,0.54,0.74
0.7,0.57,0.8,0.52,0.62,0.84,0.46,0.44,0.53,0.22,0.53,0.4,0.93,0.88,0.93,0.59,0.5,0.42,0.35,0.66,0.88,0.57,0.75,0.46,0.93,0.37,0.59,0.41,0.44,0.52,0.5,0.56,0.62,0.98,0.48,0.57,0.77,0.27,0.4,0.64,0.59,0.7,0.59,0.59,0.88,0.29,0.65,0.54,0.81,0.51,0.54,0.64,0.46,0.85,0.61,0.91,0.45,0.6,0.28,0.81,0.61,0.73,0.54,0.32,0.6,0.67,0.23,0.61,0.58,0.73,0.47,0.62,0.78,0.48,0.07,0.35,0.99,0.73,0.54,0.75
0.71,0.6,0.8,0.53,0.63,0.85,0.46,0.44,0.53,0.22,0.54,0.42,0.93,0.88,0.93,0.6,0.5,0.42,0.35,0.66,0.89,0.59,0.75,0.47,0.93,0.39,0.59,0.41,0.45,0.53,0.53,0.56,0.63,0.99,0.51,0.58,0.79,0.27,0.41,0.64,0.6,0.7,0.6,0.59,0.88,0.3,0.65,0.54,0.81,0.54,0.54,0.65,0.48,0.86,0.64,0.91,0.46,0.61,0.28,0.81,0.65,0.73,0.54,0.33,0.6,0.7,0.23,0.61,0.61,0.73,0.49,0.63,0.79,0.49,0.07,0.35,0.99,0.72,0.56,0.76
0.72,0.62,0.81,0.53,0.64,0.85,0.46,0.45,0.53,0.23,0.56,0.43,0.93,0.88,0.93,0.6,0.5,0.44,0.36,0.67,0.9,0.59,0.76,0.47,0.93,0.46,0.61,0.41,0.47,0.53,0.55,0.58,0.64,0.99,0.53,0.58,0.79,0.28,0.43,0.64,0.63,0.73,0.6,0.6,0.88,0.32,0.66,0.55,0.81,0.54,0.54,0.66,0.48,0.86,0.64,0.91,0.46,0.65,0.29,0.81,0.66,0.73,0.56,0.35,0.61,0.72,0.23,0.61,0.62,0.73,0.5,0.64,0.8,0.5,0.07,0.35,0.99,0.72,0.57,0.76
0.73,0.62,0.82,0.53,0.65,0.85,0.47,0.46,0.53,0.25,0.56,0.45,0.93,0.88,0.93,0.61,0.5,0.45,0.37,0.67,0.91,0.59,0.76,0.48,0.93,0.46,0.62,0.42,0.5,0.54,0.57,0.59,0.64,0.99,0.53,0.59,0.79,0.29,0.46,0.65,0.63,0.74,0.6,0.61,0.89,0.32,0.67,0.56,0.82,0.57,0.54,0.67,0.49,0.86,0.65,0.91,0.46,0.67,0.31,0.84,0.66,0.74,0.57,0.35,0.61,0.72,0.23,0.61,0.64,0.73,0.51,0.64,0.81,0.51,0.09,0.35,1,0.73,0.58,0.76
0.73,0.62,0.82,0.53,0.65,0.85,0.49,0.48,0.53,0.27,0.58,0.45,0.93,0.89,0.93,0.65,0.5,0.46,0.37,0.68,0.91,0.61,0.77,0.48,0.93,0.46,0.62,0.42,0.52,0.56,0.58,0.6,0.65,0.99,0.56,0.61,0.79,0.3,0.47,0.67,0.65,0.76,0.6,0.62,0.89,0.34,0.67,0.56,0.82,0.59,0.55,0.67,0.5,0.88,0.65,0.91,0.48,0.67,0.34,0.84,0.67,0.74,0.57,0.36,0.61,0.72,0.23,0.61,0.66,0.73,0.51,0.64,0.81,0.53,0.1,0.35,1,0.74,0.59,0.77
0.73,0.63,0.82,0.55,0.65,0.85,0.49,0.49,0.54,0.27,0.58,0.45,0.93,0.91,0.93,0.65,0.51,0.46,0.38,0.71,0.91,0.61,0.77,0.51,0.94,0.46,0.62,0.42,0.54,0.57,0.59,0.64,0.66,0.99,0.56,0.61,0.79,0.3,0.47,0.68,0.65,0.78,0.6,0.63,0.89,0.36,0.67,0.57,0.82,0.6,0.58,0.7,0.51,0.88,0.66,0.91,0.48,0.67,0.35,0.84,0.67,0.76,0.57,0.38,0.61,0.72,0.23,0.61,0.67,0.73,0.51,0.64,0.84,0.56,0.11,0.35,1,0.75,0.61,0.77
0.75,0.64,0.82,0.56,0.67,0.87,0.51,0.51,0.55,0.27,0.6,0.47,0.93,0.91,0.93,0.68,0.52,0.47,0.39,0.73,0.92,0.62,0.77,0.52,0.94,0.46,0.63,0.44,0.57,0.57,0.6,0.64,0.66,0.99,0.58,0.61,0.81,0.3,0.47,0.69,0.66,0.78,0.62,0.63,0.89,0.37,0.68,0.59,0.84,0.61,0.59,0.71,0.53,0.89,0.68,0.91,0.49,0.68,0.36,0.84,0.68,0.76,0.57,0.38,0.62,0.73,0.23,0.61,0.68,0.73,0.51,0.66,0.85,0.57,0.15,0.35,1,0.76,0.62,0.79
0.75,0.66,0.82,0.58,0.69,0.88,0.51,0.55,0.55,0.27,0.63,0.47,0.93,0.91,0.93,0.68,0.53,0.47,0.41,0.74,0.93,0.62,0.78,0.52,0.94,0.48,0.65,0.44,0.59,0.57,0.61,0.65,0.67,0.99,0.6,0.62,0.83,0.3,0.48,0.69,0.67,0.78,0.63,0.63,0.89,0.4,0.69,0.6,0.85,0.61,0.61,0.71,0.55,0.9,0.69,0.91,0.49,0.68,0.36,0.84,0.68,0.77,0.58,0.38,0.62,0.75,0.23,0.61,0.68,0.73,0.53,0.66,0.86,0.57,0.18,0.35,1,0.77,0.63,0.79
0.76,0.67,0.83,0.59,0.7,0.88,0.51,0.56,0.58,0.27,0.63,0.48,0.94,0.92,0.93,0.68,0.53,0.48,0.41,0.75,0.93,0.61,0.78,0.52,0.94,0.48,0.66,0.45,0.61,0.57,0.63,0.67,0.69,0.99,0.63,0.63,0.85,0.3,0.48,0.69,0.68,0.79,0.64,0.65,0.89,0.43,0.71,0.62,0.86,0.62,0.64,0.72,0.57,0.92,0.69,0.91,0.49,0.72,0.38,0.86,0.68,0.78,0.61,0.38,0.62,0.75,0.23,0.61,0.69,0.73,0.55,0.66,0.86,0.59,0.18,0.35,1,0.77,0.69,0.8
0.79,0.69,0.83,0.61,0.72,0.88,0.52,0.57,0.58,0.27,0.64,0.51,0.94,0.93,0.93,0.68,0.53,0.48,0.43,0.76,0.93,0.61,0.78,0.53,0.94,0.5,0.66,0.45,0.62,0.57,0.64,0.68,0.72,0.99,0.63,0.65,0.86,0.3,0.49,0.7,0.7,0.81,0.65,0.65,0.89,0.43,0.71,0.63,0.87,0.62,0.65,0.72,0.59,0.92,0.7,0.92,0.51,0.73,0.38,0.86,0.69,0.78,0.62,0.4,0.62,0.75,0.23,0.62,0.69,0.73,0.56,0.68,0.86,0.6,0.2,0.35,1,0.79,0.71,0.81
0.8,0.69,0.83,0.62,0.75,0.89,0.54,0.57,0.58,0.28,0.65,0.5,0.94,0.94,0.93,0.68,0.53,0.49,0.46,0.77,0.93,0.6,0.79,0.53,0.95,0.56,0.66,0.45,0.64,0.59,0.65,0.68,0.73,0.99,0.64,0.65,0.87,0.3,0.49,0.72,0.71,0.82,0.66,0.66,0.9,0.43,0.73,0.64,0.87,0.63,0.67,0.72,0.59,0.92,0.72,0.92,0.52,0.73,0.4,0.87,0.7,0.79,0.63,0.42,0.62,0.75,0.22,0.63,0.69,0.72,0.56,0.69,0.87,0.61,0.22,0.35,1,0.78,0.71,0.82
0.81,0.71,0.84,0.62,0.76,0.9,0.58,0.57,0.58,0.29,0.66,0.52,0.94,0.94,0.93,0.68,0.53,0.5,0.46,0.77,0.93,0.6,0.8,0.54,0.95,0.57,0.67,0.47,0.64,0.6,0.67,0.68,0.73,0.99,0.65,0.66,0.87,0.3,0.49,0.73,0.71,0.83,0.67,0.67,0.91,0.46,0.75,0.65,0.87,0.63,0.7,0.75,0.62,0.92,0.72,0.94,0.55,0.74,0.41,0.87,0.71,0.79,0.65,0.43,0.63,0.78,0.22,0.64,0.7,0.73,0.57,0.69,0.87,0.61,0.24,0.35,1,0.77,0.71,0.82
0.83,0.72,0.85,0.63,0.76,0.9,0.59,0.57,0.59,0.29,0.67,0.54,0.94,0.94,0.93,0.7,0.54,0.5,0.47,0.77,0.93,0.58,0.8,0.53,0.95,0.58,0.68,0.49,0.64,0.6,0.7,0.69,0.74,0.99,0.66,0.68,0.87,0.3,0.49,0.75,0.72,0.83,0.69,0.7,0.92,0.51,0.78,0.66,0.88,0.64,0.7,0.75,0.65,0.92,0.72,0.94,0.56,0.76,0.42,0.88,0.72,0.8,0.65,0.44,0.64,0.81,0.22,0.64,0.7,0.73,0.57,0.7,0.87,0.62,0.24,0.35,1,0.77,0.72,0.82
0.83,0.73,0.85,0.64,0.79,0.9,0.62,0.6,0.6,0.29,0.68,0.54,0.94,0.94,0.93,0.72,0.56,0.52,0.48,0.77,0.93,0.59,0.8,0.55,0.95,0.58,0.68,0.49,0.64,0.63,0.71,0.7,0.74,0.99,0.68,0.69,0.88,0.3,0.49,0.75,0.72,0.84,0.7,0.72,0.92,0.52,0.79,0.66,0.88,0.66,0.7,0.75,0.66,0.92,0.73,0.95,0.57,0.78,0.44,0.88,0.73,0.8,0.65,0.44,0.65,0.84,0.21,0.65,0.71,0.73,0.58,0.72,0.87,0.64,0.26,0.35,1,0.77,0.72,0.84
0.83,0.74,0.85,0.65,0.79,0.9,0.62,0.61,0.6,0.3,0.69,0.57,0.94,0.94,0.93,0.72,0.56,0.52,0.5,0.77,0.93,0.59,0.8,0.55,0.95,0.58,0.68,0.5,0.64,0.65,0.74,0.72,0.75,0.99,0.68,0.69,0.88,0.3,0.5,0.78,0.72,0.85,0.7,0.75,0.92,0.53,0.79,0.68,0.88,0.67,0.72,0.78,0.68,0.92,0.74,0.95,0.59,0.78,0.44,0.88,0.77,0.8,0.65,0.44,0.65,0.84,0.21,0.65,0.72,0.73,0.59,0.73,0.87,0.65,0.28,0.35,1,0.77,0.72,0.84
0.83,0.75,0.85,0.66,0.81,0.91,0.62,0.61,0.63,0.31,0.69,0.58,0.94,0.94,0.93,0.73,0.58,0.54,0.52,0.78,0.94,0.61,0.8,0.56,0.95,0.61,0.68,0.52,0.65,0.67,0.74,0.72,0.75,0.99,0.68,0.7,0.89,0.31,0.5,0.78,0.72,0.85,0.71,0.77,0.92,0.53,0.79,0.69,0.88,0.69,0.72,0.79,0.68,0.92,0.75,0.95,0.59,0.78,0.46,0.88,0.78,0.81,0.65,0.44,0.65,0.85,0.21,0.66,0.73,0.73,0.59,0.73,0.87,0.65,0.28,0.35,1,0.77,0.76,0.85
0.84,0.75,0.85,0.66,0.81,0.91,0.62,0.61,0.63,0.32,0.69,0.58,0.94,0.94,0.93,0.74,0.58,0.55,0.52,0.79,0.94,0.6,0.81,0.56,0.95,0.61,0.69,0.54,0.66,0.68,0.77,0.72,0.77,0.99,0.68,0.72,0.9,0.31,0.5,0.78,0.73,0.85,0.72,0.78,0.92,0.53,0.8,0.7,0.88,0.71,0.72,0.79,0.7,0.92,0.77,0.95,0.6,0.79,0.47,0.9,0.8,0.81,0.66,0.47,0.65,0.85,0.21,0.66,0.73,0.73,0.59,0.75,0.87,0.66,0.31,0.35,1,0.76,0.78,0.85
0.85,0.75,0.86,0.66,0.83,0.91,0.64,0.63,0.64,0.32,0.7,0.6,0.94,0.94,0.94,0.74,0.61,0.56,0.54,0.81,0.94,0.61,0.8,0.57,0.95,0.63,0.72,0.54,0.67,0.69,0.77,0.72,0.79,0.99,0.7,0.75,0.9,0.31,0.51,0.78,0.73,0.85,0.72,0.78,0.93,0.54,0.8,0.72,0.88,0.71,0.72,0.79,0.7,0.93,0.78,0.95,0.61,0.79,0.49,0.91,0.82,0.81,0.66,0.47,0.65,0.85,0.2,0.69,0.76,0.72,0.6,0.75,0.87,0.66,0.32,0.35,1,0.73,0.8,0.85
0.85,0.76,0.86,0.67,0.84,0.91,0.65,0.63,0.64,0.32,0.7,0.6,0.94,0.94,0.94,0.75,0.64,0.56,0.56,0.81,0.94,0.61,0.8,0.58,0.96,0.65,0.74,0.54,0.7,0.69,0.77,0.72,0.79,0.99,0.71,0.77,0.9,0.31,0.51,0.78,0.74,0.86,0.73,0.78,0.93,0.55,0.81,0.72,0.88,0.73,0.72,0.8,0.72,0.94,0.8,0.95,0.62,0.79,0.5,0.92,0.84,0.81,0.66,0.47,0.65,0.85,0.2,0.7,0.76,0.72,0.61,0.75,0.88,0.68,0.36,0.35,1,0.73,0.8,0.85
0.85,0.76,0.86,0.69,0.84,0.91,0.66,0.63,0.64,0.32,0.71,0.6,0.94,0.95,0.94,0.77,0.64,0.57,0.57,0.81,0.95,0.61,0.82,0.59,0.96,0.66,0.74,0.54,0.7,0.69,0.78,0.73,0.79,0.99,0.72,0.79,0.9,0.31,0.51,0.81,0.74,0.87,0.74,0.79,0.93,0.57,0.82,0.72,0.89,0.73,0.73,0.81,0.72,0.94,0.83,0.95,0.66,0.79,0.5,0.92,0.85,0.82,0.7,0.47,0.65,0.85,0.2,0.71,0.77,0.72,0.62,0.75,0.88,0.69,0.38,0.35,1,0.71,0.8,0.86
0.86,0.76,0.86,0.69,0.84,0.91,0.67,0.63,0.65,0.32,0.72,0.6,0.94,0.95,0.94,0.78,0.64,0.58,0.59,0.81,0.95,0.6,0.82,0.59,0.96,0.67,0.74,0.57,0.71,0.71,0.78,0.73,0.79,0.99,0.72,0.79,0.9,0.32,0.52,0.82,0.74,0.88,0.74,0.79,0.93,0.59,0.82,0.72,0.91,0.74,0.73,0.81,0.73,0.95,0.83,0.96,0.67,0.81,0.51,0.92,0.85,0.82,0.7,0.47,0.65,0.85,0.19,0.71,0.77,0.72,0.64,0.76,0.88,0.7,0.41,0.35,1,0.71,0.81,0.86
0.87,0.77,0.86,0.7,0.85,0.91,0.68,0.63,0.65,0.32,0.73,0.61,0.94,0.95,0.94,0.8,0.64,0.6,0.59,0.81,0.96,0.6,0.83,0.59,0.96,0.7,0.74,0.59,0.71,0.71,0.78,0.74,0.79,0.99,0.73,0.8,0.91,0.32,0.52,0.82,0.76,0.88,0.76,0.8,0.93,0.6,0.84,0.72,0.91,0.74,0.74,0.82,0.73,0.95,0.83,0.97,0.67,0.81,0.51,0.92,0.85,0.82,0.7,0.47,0.66,0.85,0.19,0.72,0.78,0.72,0.64,0.76,0.88,0.71,0.49,0.35,1,0.71,0.81,0.87
0.87,0.78,0.86,0.7,0.85,0.91,0.7,0.63,0.65,0.32,0.73,0.64,0.95,0.96,0.94,0.82,0.64,0.6,0.63,0.81,0.96,0.6,0.83,0.59,0.96,0.73,0.77,0.61,0.72,0.72,0.78,0.75,0.79,0.99,0.74,0.82,0.91,0.32,0.52,0.82,0.76,0.88,0.76,0.8,0.93,0.61,0.85,0.72,0.91,0.75,0.74,0.82,0.74,0.96,0.84,0.97,0.69,0.82,0.53,0.92,0.85,0.83,0.7,0.47,0.66,0.86,0.19,0.72,0.78,0.72,0.65,0.76,0.88,0.73,0.52,0.36,1,0.71,0.81,0.87
0.88,0.78,0.86,0.71,0.86,0.91,0.71,0.63,0.67,0.34,0.74,0.66,0.95,0.96,0.94,0.82,0.64,0.61,0.64,0.82,0.96,0.6,0.83,0.58,0.96,0.75,0.78,0.61,0.73,0.72,0.79,0.75,0.8,0.99,0.77,0.82,0.91,0.35,0.52,0.82,0.76,0.89,0.76,0.8,0.93,0.61,0.85,0.72,0.91,0.75,0.75,0.82,0.76,0.96,0.84,0.97,0.7,0.82,0.54,0.92,0.85,0.83,0.7,0.52,0.67,0.86,0.19,0.73,0.79,0.72,0.66,0.76,0.89,0.74,0.59,0.36,1,0.71,0.82,0.88
0.89,0.79,0.88,0.73,0.86,0.91,0.71,0.64,0.68,0.34,0.74,0.66,0.95,0.96,0.94,0.82,0.64,0.61,0.64,0.83,0.96,0.59,0.86,0.58,0.96,0.74,0.8,0.62,0.75,0.73,0.81,0.76,0.81,0.99,0.78,0.83,0.91,0.35,0.53,0.82,0.76,0.89,0.76,0.81,0.93,0.63,0.86,0.73,0.92,0.75,0.75,0.82,0.78,0.96,0.84,0.97,0.7,0.82,0.59,0.92,0.86,0.84,0.71,0.53,0.67,0.86,0.19,0.73,0.8,0.72,0.68,0.76,0.89,0.74,0.61,0.36,1,0.72,0.84,0.88
0.89,0.79,0.89,0.75,0.87,0.92,0.71,0.64,0.68,0.34,0.74,0.69,0.96,0.96,0.94,0.83,0.64,0.61,0.66,0.84,0.96,0.6,0.86,0.59,0.96,0.74,0.82,0.62,0.75,0.75,0.81,0.78,0.81,0.99,0.78,0.83,0.92,0.36,0.53,0.82,0.76,0.89,0.76,0.82,0.93,0.65,0.87,0.75,0.92,0.77,0.78,0.83,0.8,0.96,0.84,0.97,0.71,0.84,0.59,0.93,0.87,0.84,0.73,0.55,0.68,0.88,0.19,0.73,0.81,0.72,0.69,0.76,0.89,0.75,0.63,0.36,1,0.71,0.85,0.88
0.89,0.8,0.89,0.75,0.87,0.92,0.71,0.64,0.68,0.34,0.74,0.68,0.96,0.96,0.94,0.84,0.64,0.62,0.67,0.84,0.96,0.6,0.86,0.59,0.96,0.76,0.83,0.63,0.77,0.75,0.82,0.79,0.82,0.99,0.78,0.83,0.92,0.36,0.53,0.83,0.76,0.89,0.77,0.82,0.93,0.68,0.87,0.76,0.93,0.78,0.78,0.83,0.8,0.96,0.84,0.97,0.73,0.84,0.59,0.93,0.87,0.84,0.73,0.55,0.68,0.88,0.19,0.73,0.81,0.72,0.71,0.77,0.89,0.75,0.64,0.36,1,0.72,0.85,0.88
0.89,0.8,0.89,0.75,0.87,0.92,0.71,0.65,0.68,0.34,0.75,0.69,0.96,0.96,0.94,0.84,0.68,0.62,0.68,0.84,0.96,0.61,0.86,0.59,0.96,0.76,0.83,0.64,0.77,0.77,0.82,0.79,0.82,0.99,0.78,0.83,0.92,0.36,0.53,0.83,0.77,0.89,0.77,0.82,0.93,0.7,0.88,0.77,0.95,0.78,0.78,0.84,0.8,0.96,0.85,0.98,0.74,0.86,0.64,0.93,0.87,0.87,0.73,0.57,0.69,0.88,0.19,0.74,0.81,0.72,0.72,0.77,0.89,0.75,0.65,0.36,1,0.7,0.85,0.88
0.89,0.8,0.9,0.75,0.87,0.93,0.72,0.65,0.69,0.34,0.75,0.7,0.97,0.96,0.94,0.86,0.69,0.64,0.68,0.85,0.96,0.61,0.86,0.6,0.98,0.76,0.84,0.67,0.77,0.78,0.82,0.79,0.82,0.99,0.8,0.85,0.92,0.36,0.53,0.83,0.78,0.89,0.77,0.82,0.93,0.7,0.88,0.78,0.95,0.78,0.78,0.85,0.8,0.97,0.85,0.98,0.74,0.87,0.64,0.94,0.87,0.87,0.75,0.57,0.69,0.89,0.18,0.74,0.81,0.72,0.73,0.77,0.89,0.77,0.68,0.36,1,0.68,0.85,0.88
0.89,0.81,0.9,0.75,0.88,0.93,0.73,0.65,0.7,0.34,0.75,0.71,0.97,0.96,0.94,0.87,0.7,0.66,0.69,0.85,0.96,0.62,0.86,0.61,0.98,0.78,0.84,0.68,0.78,0.78,0.83,0.79,0.82,0.99,0.83,0.88,0.92,0.38,0.53,0.85,0.79,0.89,0.77,0.82,0.93,0.72,0.89,0.79,0.95,0.79,0.79,0.86,0.8,0.97,0.85,0.98,0.74,0.87,0.64,0.94,0.87,0.87,0.75,0.58,0.7,0.89,0.18,0.75,0.81,0.72,0.74,0.77,0.89,0.77,0.69,0.36,1,0.68,0.86,0.9
0.89,0.81,0.9,0.75,0.89,0.93,0.74,0.66,0.7,0.34,0.75,0.72,0.97,0.96,0.94,0.87,0.69,0.68,0.69,0.86,0.96,0.65,0.86,0.61,0.98,0.81,0.87,0.71,0.78,0.81,0.83,0.79,0.83,0.99,0.84,0.88,0.92,0.38,0.53,0.85,0.8,0.9,0.77,0.82,0.94,0.73,0.89,0.79,0.96,0.81,0.79,0.86,0.81,0.97,0.87,0.98,0.75,0.88,0.65,0.94,0.87,0.87,0.79,0.6,0.71,0.9,0.18,0.75,0.83,0.72,0.75,0.78,0.89,0.77,0.7,0.36,1,0.67,0.86,0.9
0.92,0.81,0.9,0.76,0.89,0.93,0.74,0.68,0.7,0.34,0.77,0.72,0.97,0.96,0.94,0.87,0.71,0.69,0.71,0.87,0.96,0.65,0.87,0.61,0.98,0.81,0.87,0.73,0.78,0.81,0.84,0.81,0.84,0.99,0.84,0.88,0.93,0.38,0.53,0.85,0.81,0.9,0.79,0.84,0.94,0.73,0.89,0.79,0.96,0.82,0.79,0.86,0.81,0.97,0.87,0.98,0.75,0.88,0.65,0.94,0.88,0.87,0.8,0.6,0.72,0.9,0.18,0.75,0.84,0.73,0.75,0.79,0.89,0.78,0.7,0.36,1,0.65,0.87,0.9
0.92,0.81,0.91,0.78,0.9,0.93,0.75,0.68,0.71,0.34,0.77,0.73,0.97,0.96,0.94,0.87,0.72,0.7,0.72,0.87,0.96,0.65,0.89,0.62,0.98,0.81,0.87,0.74,0.79,0.82,0.84,0.81,0.85,0.99,0.84,0.89,0.93,0.38,0.53,0.86,0.82,0.92,0.8,0.85,0.94,0.73,0.89,0.79,0.96,0.82,0.8,0.86,0.81,0.97,0.87,0.98,0.75,0.88,0.65,0.95,0.88,0.87,0.81,0.61,0.74,0.9,0.18,0.76,0.85,0.73,0.76,0.79,0.89,0.79,0.73,0.36,1,0.65,0.87,0.9
0.95,0.81,0.91,0.79,0.91,0.93,0.76,0.68,0.71,0.34,0.79,0.74,0.97,0.96,0.94,0.87,0.72,0.7,0.73,0.87,0.96,0.64,0.89,0.62,0.98,0.82,0.87,0.74,0.82,0.82,0.85,0.81,0.86,0.99,0.85,0.89,0.93,0.4,0.53,0.86,0.82,0.92,0.81,0.85,0.94,0.73,0.89,0.79,0.96,0.82,0.8,0.87,0.81,0.97,0.88,0.98,0.75,0.88,0.65,0.95,0.88,0.87,0.81,0.61,0.75,0.93,0.18,0.76,0.85,0.73,0.79,0.81,0.89,0.8,0.75,0.36,1,0.65,0.87,0.91
0.95,0.81,0.91,0.8,0.91,0.93,0.77,0.69,0.71,0.34,0.8,0.75,0.98,0.96,0.94,0.87,0.74,0.7,0.74,0.87,0.96,0.66,0.9,0.62,0.98,0.84,0.87,0.75,0.82,0.82,0.85,0.82,0.87,0.99,0.85,0.89,0.93,0.4,0.55,0.88,0.82,0.92,0.81,0.86,0.94,0.74,0.89,0.79,0.97,0.82,0.81,0.87,0.82,0.97,0.88,0.98,0.75,0.88,0.65,0.95,0.88,0.87,0.81,0.61,0.76,0.93,0.18,0.76,0.85,0.73,0.8,0.82,0.89,0.82,0.78,0.36,1,0.65,0.87,0.91
0.95,0.83,0.91,0.81,0.91,0.93,0.77,0.69,0.71,0.35,0.81,0.75,0.98,0.96,0.94,0.87,0.74,0.73,0.75,0.87,0.96,0.67,0.9,0.64,0.98,0.85,0.88,0.75,0.84,0.83,0.85,0.82,0.87,0.99,0.85,0.89,0.94,0.4,0.55,0.9,0.82,0.92,0.83,0.86,0.94,0.74,0.89,0.79,0.98,0.83,0.81,0.87,0.82,0.97,0.88,0.98,0.75,0.88,0.66,0.96,0.88,0.87,0.81,0.63,0.77,0.93,0.18,0.77,0.85,0.73,0.8,0.82,0.89,0.82,0.79,0.36,1,0.65,0.88,0.91
0.95,0.84,0.92,0.82,0.91,0.93,0.78,0.7,0.72,0.35,0.84,0.76,0.98,0.96,0.94,0.88,0.74,0.73,0.76,0.87,0.96,0.67,0.9,0.66,0.98,0.85,0.88,0.77,0.84,0.83,0.86,0.82,0.88,0.99,0.87,0.91,0.94,0.4,0.55,0.9,0.82,0.92,0.83,0.86,0.94,0.74,0.9,0.79,0.98,0.83,0.81,0.87,0.83,0.97,0.88,0.98,0.76,0.9,0.66,0.96,0.88,0.88,0.83,0.64,0.8,0.93,0.19,0.78,0.85,0.73,0.81,0.82,0.89,0.83,0.83,0.36,1,0.65,0.88,0.92
0.95,0.84,0.92,0.82,0.91,0.93,0.78,0.71,0.72,0.35,0.84,0.76,0.99,0.97,0.94,0.88,0.76,0.74,0.8,0.87,0.96,0.67,0.9,0.67,0.98,0.85,0.88,0.79,0.87,0.83,0.87,0.82,0.89,0.99,0.87,0.92,0.95,0.4,0.55,0.9,0.83,0.92,0.85,0.86,0.94,0.76,0.9,0.79,0.98,0.83,0.82,0.87,0.83,0.97,0.89,0.98,0.77,0.9,0.69,0.96,0.89,0.88,0.83,0.64,0.8,0.93,0.19,0.79,0.85,0.73,0.81,0.82,0.89,0.83,0.84,0.36,1,0.65,0.88,0.92
