"V1"
0.66
0.66
0.6
0.66
0.64
0.6
0.57
0.58
0.56
0.57
0.53
0.53
0.65
0.66
0.62
0.67
0.68
0.69
0.73
0.74
0.74
0.75
0.76
0.76
0.65
0.81
0.81
0.72
0.73
0.73
0.73
0.75
0.75
0.77
0.78
0.78
0.74
0.76
0.77
0.72
0.72
0.73
0.74
0.73
0.73
0.74
0.74
0.72
0.81
0.81
0.74
0.75
0.76
0.75
0.75
0.87
0.74
0.88
0.73
0.88
0.88
0.88
0.88
0.88
0.88
0.85
0.81
0.62
0.92
0.87
0.87
0.65
0.65
0.69
0.65
0.65
0.65
0.64
0.62
0.65
0.65
0.64
0.64
0.64
0.64
0.64
0.64
0.64
0.62
0.62
0.62
0.62
0.64
0.64
0.6
0.6
0.6
0.61
0.62
0.61
