"V1"
0.74
0.6
0.62
0.62
0.62
0.62
0.57
0.55
0.64
0.63
0.63
0.55
0.55
0.52
0.53
0.55
0.56
0.56
0.62
0.62
0.56
0.57
0.56
0.56
0.56
0.56
0.66
0.56
0.56
0.59
0.56
0.61
0.6
0.62
0.66
0.67
0.67
0.8
0.81
0.81
0.74
0.77
0.75
0.76
0.76
0.77
0.78
0.78
0.77
0.76
0.76
0.75
0.74
0.73
0.75
0.67
0.69
0.72
0.73
0.65
0.69
0.72
0.86
0.86
0.86
0.86
0.86
0.86
0.86
0.91
0.91
0.86
0.86
0.87
0.85
0.85
0.88
0.88
0.86
0.85
0.83
0.85
0.85
0.86
0.88
0.87
0.87
0.87
0.88
0.87
0.88
0.88
0.88
0.88
0.88
0.88
0.88
0.88
0.89
0.9
