"exposure","level","c_total","c_prime","total_indirect","proportion_mediated","n_pathways","any_significant"
"alcohol_consumption","alcohol_consumptionDaily drinker",-0.000519885853364981,-0.00199642136397585,-0.000136929467656942,6.41851614964522,1,FALSE
"alcohol_consumption","alcohol_consumptionFormer drinker",-0.0064106903057672,-0.00756227992208902,-0.000268490650030647,3.42866193764595,1,FALSE
"alcohol_consumption","alcohol_consumptionModerate drinker",-0.00385675991373115,-0.0053526029186757,-6.85059472046151e-05,1.26368883008016,1,FALSE
"alcohol_consumption","alcohol_consumptionSocial drinker",-0.00561767567493824,-0.00699013374443308,-9.33442915826016e-05,1.3177748432055,1,FALSE
"diet_score","diet_score",0.000458846876517812,0.000514382364637404,-7.43010251488285e-05,-16.8834755036818,3,FALSE
"met_min_week_all","met_min_week_all",2.55484656278027e-06,2.52772544396302e-06,8.60315248237832e-10,0.0340235740513776,1,FALSE
"smoking_status_refined","smoking_status_refinedCurrent",0.0078699483984036,0.00779232390196294,-9.08559682682443e-05,-1.17972273663233,1,FALSE
"smoking_status_refined","smoking_status_refinedFormer_Long",-0.000494236132928579,-0.000566345921096488,2.80340040486508e-05,-5.20776210981776,1,FALSE
"smoking_status_refined","smoking_status_refinedFormer_Recent",0.0506620413312575,0.0497231741800979,0.000134543294512068,0.26985450062086,1,FALSE
